Module ID	Module Name	Module Type	Definition
M00284	Origin recognition complex	Complex	K02603+K02604+K02605+K02606+K02607+K02608
M00028	"Ornithine biosynthesis, glutamate => ornithine"	Pathway	"(K00619,K00620,K00618,K11067,K14681,K14682) (K00930 K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"
M00763	"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	Pathway	K05826 K19412 K05828 K05829 K05830 K05831
M00209	Osmoprotectant transport system	Complex	K05845+K05846+K05847
M00611	Oxygenic photosynthesis in plants and cyanobacteria	Signature	"(M00161,M00163) M00165"
M00400	p97-Ufd1-Npl4 complex	Complex	K13525+K14016+K14015
M00119	"Pantothenate biosynthesis, valine/L-aspartate => pantothenate"	Pathway	"K00826 K00606 K00077  K01579  (K01918,K13799)"
M00654	ParS-ParR (polymyxin-adaptive resistance) two-component regulatory system	FuncSet	K18072 K18073
M00661	"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	Pathway	K18385 K18386 K18387
M00081	Pectin degradation	Pathway	K01051 K01184 K01213
M00672	"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	Pathway	K12743 K04126 K10852
M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)"
M00580	"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"	Pathway	"(K08094 (K08093,K13812),K13831) K01807"
M00007	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	Pathway	"K00615 (K00616,K13810) K01783 (K01807,K01808)"
M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	Pathway	"(K13937,((K00036,K19243) (K01057,K07404))) K00033"
M00239	Peptides/nickel transport system	Complex	K02035+K02033+K02034+K02031+K02032
M00574	"Pertussis pathogenicity signature 1, pertussis toxin"	Signature	K11023 -K11024 K11025 K11026 K11027
M00575	"Pertussis pathogenicity signature 2, T1SS"	Signature	K11029 K11004 K07389 K11003 K12340
M00770	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	FuncSet	K19609 K19610
M00503	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	FuncSet	K08475 K08476
M00024	"Phenylalanine biosynthesis, chorismate => phenylalanine"	Pathway	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209,K13853) (K01713,K04518,K05359),K14170) (K00832,K00838)"
M00444	PhoQ-PhoP (magnesium transport) two-component regulatory system	FuncSet	K07637 K07660
M00434	PhoR-PhoB (phosphate starvation response) two-component regulatory system	FuncSet	"K07636 (K07657,K07658)"
M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	Pathway	"(K00625,K13788,K15024) K00925"
M00222	Phosphate transport system	Complex	K02040+K02037+K02038+K02036
M00090	"Phosphatidylcholine (PC) biosynthesis, choline => PC"	Pathway	"(K00866,K14156) K00968 (K00994,K13644)"
M00091	"Phosphatidylcholine (PC) biosynthesis, PE => PC"	Pathway	"K00551,(K16369 K00550),K00570"
M00092	"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	Pathway	"(K00894,K14156) K00967 (K00993,K13644)"
M00093	"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	Pathway	"K00981 (K00998,K17103) K01613"
M00210	Phospholipid transport system	Complex	K07323+K02067+K02066+K02065+K07122
M00223	Phosphonate transport system	Complex	K02044+K02042+K02041
M00532	Photorespiration	Pathway	"(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437"
M00163	Photosystem I	Complex	K02689+K02690+K02691+K02692+K02693+K02694
M00161	Photosystem II	Complex	K02703+K02706+K02705+K02704+K02707+K02708
M00623	"Phthalate degradation, phthalate => protocatechuate"	Pathway	K18068+K18069 K18067 K04102
M00636	"Phthalate degradation, phthalate => protocatechuate"	Pathway	K18251+K18252-K18253-K18254 K18255 K18256
M00437	Phthalate transport system	Complex	K15556+K15557+K15558
M00676	PI3K-Akt signaling	Pathway	"K04527 K16172 K00922+K02649 K04456 (K07201,K09408)"
M00776	"Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin"	Pathway	K16000+K16001+K16002-K16003 K16004 K16005 K16006
M00501	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	FuncSet	K02668 K02667
M00572	"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP"	Pathway	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"
M00508	PixL-PixGH (positive phototaxis) two-component regulatory system	FuncSet	K11526 K11522 K11523
M00511	PleC-PleD (cell fate control) two-component regulatory system	FuncSet	K07716 K11357 K02488 K11443 -K13591
M00133	"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	Pathway	"(K01583,K01584,K01585,K02626) K01480  K01611  K00797"
M00134	"Polyamine biosynthesis, arginine => ornithine => putrescine"	Pathway	K01476 K01581
M00015	"Proline biosynthesis, glutamate => proline"	Pathway	"(K00931 K00147,K12657) -- K00286"
M00741	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	Pathway	"(K01965+K01966,K11263+(K18472,K19312),K01964+K15036+K15037) K05606 (K01847,K01848+K01849,K11942)"
M00341	"Proteasome, 19S regulatory particle (PA700)"	Complex	K03061+K03062+K03063+K03064+K03065+K03066+K03028+K03032+K03033+K03035+K03036+K03037+K03038+K03039+K03029+K03030+K03031+K06691+K10881
M00340	"Proteasome, 20S core particle"	Complex	K02725+K02726+K02727+K02728+K02729+K02730+K02731+K02732+K02734+K02735+K02736+K02737+K02738+K02739
M00005	"PRPP biosynthesis, ribose 5P => PRPP"	Pathway	K00948
M00462	PrrB-PrrA (intracellular multiplication) two-component regulatory system	FuncSet	K07655 K07671
M00305	"PTS system, 2-O-A-mannosyl-D-glycerate-specific II component"	Complex	K11198+K11199+K11200
M00272	"PTS system, arbutin-, cellobiose-, and salicin-specific II component"	Complex	K02777+K02752+K02753
M00268	"PTS system, arbutin-like II component"	Complex	K02777+K02749+K02750
M00283	"PTS system, ascorbate-specific II component"	Complex	K02821+K02822+K03475
M00271	"PTS system, beta-glucosides-specific II component"	Complex	K02755+K02756+K02757
M00275	"PTS system, cellobiose-specific II component"	Complex	K02759+K02760+K02761
M00610	"PTS system, D-glucosaminate-specific II component"	Complex	K17464+K17465+K17466+K17467
M00282	"PTS system, D-glucosamine-specific II component"	Complex	K02763+K02764+K02765
M00273	"PTS system, fructose-specific II component"	Complex	K02768+K02769+K02770
M00304	"PTS system, fructose-specific II component"	Complex	K11194+K11195+K11196+K02771
M00306	"PTS system, fructose-specific II-like component"	Complex	K11201+K11202+K11203
M00764	"PTS system, fructoselysine and glucoselysine-specific II component"	Complex	K19506+K19507+K19508+K19509
M00279	"PTS system, galactitol-specific II component"	Complex	K02773+K02774+K02775
M00287	"PTS system, galactosamine-specific II component"	Complex	K02744+K10984+K10985+K10986
M00280	"PTS system, glucitol/sorbitol-specific II component"	Complex	K02781+K02782+K02783
M00265	"PTS system, glucose-specific II component"	Complex	K02777+K02778+K02779
M00281	"PTS system, lactose-specific II component"	Complex	K02786+K02787+K02788
M00266	"PTS system, maltose and glucose-specific II component"	Complex	K02777+K02790+K02791
M00274	"PTS system, mannitol-specific II component"	Complex	K02798+K02799+K02800
M00276	"PTS system, mannose-specific II component"	Complex	K02793+K02794+K02795+K02796
M00277	"PTS system, N-acetylgalactosamine-specific II component"	Complex	K02744+K02745+K02746+K02747
M00267	"PTS system, N-acetylglucosamine-specific II component"	Complex	K02802+K02803+K02804
M00303	"PTS system, N-acetylmuramic acid-specific II component"	Complex	K02777+K11191+K11192
M00278	"PTS system, sorbose-specific II component"	Complex	K02812+K02813+K02814+K02815
M00269	"PTS system, sucrose-specific II component"	Complex	K02808+K02809+K02810
M00270	"PTS system, trehalose-specific II component"	Complex	"(K02777,K02817)+K02818+K02819"
M00546	"Purine degradation, xanthine => urea"	Pathway	"(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477"
M00211	Putative ABC transport system	Complex	K02069+K02068
M00247	Putative ABC transport system	Complex	K01989+K05832+K05833
M00258	Putative ABC transport system	Complex	K02004+K02003
M00603	Putative aldouronate transport system	Complex	K17318+K17319+K17320
M00586	Putative amino-acid transport system	Complex	K16961+K16962+K16963
M00601	Putative chitobiose transport system	Complex	K17244+K17245+K17246
M00197	Putative fructooligosaccharide transport system	Complex	K10120+K10121+K10122+K10112
M00228	Putative glutamine transport system	Complex	K10039+K10040+K10041
M00442	Putative hydroxymethylpyrimidine transport system	Complex	K15598+K15599+K15600
M00589	Putative lysine transport system	Complex	K17073+K17074+K17076
M00207	Putative multiple sugar transport system	Complex	"K02027+K02025+K02026+(K10111,K10112)"
M00583	Putative peptide transport system	Complex	K16916+K16917
M00236	Putative polar amino acid transport system	Complex	K02030+K02029+K02028
M00221	Putative simple sugar transport system	Complex	K02058+K02057+K02056
M00198	Putative sn-glycerol-phosphate transport system	Complex	K05813+K05814+K05815+K05816
M00200	Putative sorbitol/mannitol transport system	Complex	"K10227+K10228+K10229+(K10111,K10112)"
M00193	Putative spermidine/putrescine transport system	Complex	K02055+K02053+K02054+K02052
M00192	Putative thiamine transport system	Complex	K05777+K05778+K05779
M00591	Putative xylitol transport system	Complex	K17205+K17206+K17207
M00244	Putative zinc/manganese transport system	Complex	K02077+K02075+K02074
M00300	Putrescine transport system	Complex	K11073+K11074+K11075+K11076
M00124	"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P"	Pathway	K03472 K03473 K00831 K00097 -- K03474 K00275
M00046	"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	Pathway	K00207 K01464 K01431
M00053	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	Pathway	"(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) K00527 K01494 K01520 (K00560,K13998) K00943 K00940"
M00052	"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Pathway	"(K13800,K13809,K00945,K13799) (K00940,K18533) K01937"
M00307	"Pyruvate oxidation, pyruvate => acetyl-CoA"	Pathway	"((K00163,K00161+K00162)+K00627+K00382),K00169+K00170+K00171+K00172,K03737"
M00453	QseC-QseB (quorum sensing) two-component regulatory system	FuncSet	K07645 K07666
M00196	Raffinose/stachyose/melibiose transport system	Complex	K10117+K10118+K10119+K10112
M00339	RaxAB-RaxC type I secretion system	Complex	K13408+K13409+K12340
M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	FuncSet	K07677 K07676 K07687
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway	K00198 K05299-K15022 K01938 K01491 K00297 K15023 K14138+K00197+K00194
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)"
M00165	Reductive pentose phosphate cycle (Calvin cycle)	Pathway	"K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086,K04041) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)"
M00167	"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P"	Pathway	"(K01623,K01624) (K03841,K02446,K11532,K01086,K04041) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)"
M00166	"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P"	Pathway	"K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)"
M00523	RegB-RegA (redox response) two-component regulatory system	FuncSet	K15011 K15012
M00458	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	FuncSet	K07651 K07775
M00289	RF-C complex	Complex	K10754+K10755+K10756
M00220	Rhamnose transport system	Complex	K10559+K10560+K10561+K10562
M00125	"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD"	Pathway	"(K01497,K14652) (K01498 K00082,K11752) --  (K02858,K14652) K00794 K00793 (K00861 K00953,K11753)"
M00212	Ribose transport system	Complex	K10439+K10440+K10441
M00179	"Ribosome, archaea"	Complex	K02946+K02906+K02930+K02892+K02886+K02965+K02890+K02982+K02904+K02961+K02874+K02895+K02987+K02931+K02954+K02994+K02933+K02912+K02885+K02881+K02988+K02907+K02876+K02952+K02948+K02986+K02883+K02871+K02996+K02992+K02950+K02936+K02979+K02896+K02869+K02864+K02863+K02867+K02967+K02956+K02978+K02929+K02877+K02984+K02991+K02974+K02977+K02962+K02910+K02924+K02866+K02889+K02922+K02921+K02995+K02966+K02927-K02944-K02976-K02975-K02983-K02873-K02917-K02928-K02915-K02875+K02908
M00178	"Ribosome, bacteria"	Complex	K02946+K02906+K02926+K02892+K02886+K02965+K02890+K02982+K02878+K02904+K02961+K02874+K02895+K02931+K02954+K02994+K02933+K02881+K02988+K02907+K02876+K02919+K02952+K02948+K02986+K02879+K02871+K02996+K02992+K02950-K07590+K02935+K02864+K02863+K02867+K02967+K02956+K02916+K02887+K02914+K02939+K02963+K02990+K02888+K02899+K02902+K02913+K02911+K02909-K02897+K02959+K02884+K02968+K02945-K02970
M00177	"Ribosome, eukaryotes"	Complex	K02981+K02985+K02984+K02987+K02989+K02991+K02993+K02995+K02997+K02947+K02949+K02951+K02953+K02955+K02958+K02957+K02960+K02962+K02964+K02966+K02969+K02971+K02973+K02974+K02975+K02976+K02978+K02977+K02979+K02980-K02983+K02998+K02925+K02930+K02932+K02934+K02937+K02936+K02938+K02940+K02866+K02865+K02868+K02870+K02873+K02872+K02875+K02877+K02880+K02883+K02882+K02885+K02889+K02891+K02894+K02893+K02896+K02898+K02901+K02900+K02903+K02905+K02908+K02910+K02912+K02915+K02918+K02917+K02920+K02922+K02921+K02923+K02924+K02927-K02928+K02929+K02941+K02942+K02943
M00394	RNA degradosome	Complex	K08300+K03732+K01689+K00962
M00182	"RNA polymerase I, eukaryotes"	Complex	K02999+K03002+K03027+K03020+K03000-K03001-K03003+K03004+K03005+K03013+K03014+K03016+K03009+K03007
M00180	"RNA polymerase II, eukaryotes"	Complex	K03006+K03010+K03011+K03008+K03012+K03015+K03017+K03013+K03014+K03016+K03009+K03007
M00181	"RNA polymerase III, eukaryotes"	Complex	K03018+K03021+K03027+K03020+K03023+K03026+K14721+K03025+K03024+K03022+K03019+K03013+K03014+K03016+K03009+K03007
M00184	"RNA polymerase, archaea"	Complex	"K03042+K03041+(K03044+K03045,K13798)+K03053+K03055+K03058+K03047+K03049+K03050+K03056+K03059+K03051-K03052-K03054"
M00183	"RNA polymerase, bacteria"	Complex	"K03040+(K03043+K03046,K13797)+K03060-K03048"
M00288	RPA complex	Complex	"K07466+(K10739,K10741)+K10740"
M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	FuncSet	K10715 K13815
M00446	RstB-RstA two-component regulatory system	FuncSet	K07639 K07661
M00326	RTX toxin transport system	Complex	K12530+K12531+K12532+K12340
M00327	S-Layer protein transport system	Complex	K12533+K12534+K12535
M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	FuncSet	K10681 K10682
M00638	"Salicylate degradation, salicylate => gentisate"	Pathway	K18242+K18243+K14578+K14581
M00522	SalK-SalR two-component regulatory system	FuncSet	K14988 K14989
M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system	FuncSet	K08479 K10697 K11329
M00380	SCF-BTRC complex	Complex	K03868+K03347+K03094+K03362
M00407	SCF-CDC4 complex	Complex	K03868+K03347+K03094+K03361
M00382	SCF-FBS complex	Complex	"K03868+K03347+K03094+(K10099,K10100)"
M00387	SCF-FBW7 complex	Complex	K03868+K03347+K03094+K10260
M00411	SCF-GRR1 complex	Complex	K03868+K03347+K03094+K03360
M00379	SCF-MET30 complex	Complex	K03868+K03347+K03094+K10259
M00381	SCF-SKP2 complex	Complex	K03868+K03347+K03094+K03875
M00335	Sec (secretion) system	Complex	"(K03072+K03074,K12257)+K03073+K03075-K13301+K03076+K03210+K03217+K03070+K03110-K03071-K03106"
M00401	Sec61 complex	Complex	K10956+K09481+K07342
M00308	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	Pathway	"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)"
M00633	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	Pathway	"K05308 K18126 K11395 (K00131,K18978)"
M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system	FuncSet	K07768 K07776
M00020	"Serine biosynthesis, glycerate-3P => serine"	Pathway	K00058 K00831 K01079
M00424	Shelterin complex	Complex	K11109+K11110+K11111+K11112+K11113-K11114
M00022	"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"	Pathway	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) K00800,K13830) K01736"
M00392	Ski complex	Complex	"K12599+K12600+(K12601,K12602)"
M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	FuncSet	"K11231,K19690,K19691,K19692 K11232 K11233,K15859"
M00398	Sm core complex	Complex	K11086+K11087+K11096+K11088+K11097+K11098+K11099
M00253	Sodium transport system	Complex	K09696+K09697
M00299	Spermidine/putrescine transport system	Complex	K11069+K11070+K11071+K11072
M00099	Sphingosine biosynthesis	Pathway	"K00654 K04708 (K04709,K04710) K04712 (K01441,K12348,K12349)"
M00100	Sphingosine degradation	Pathway	K04718 K01634
M00355	"Spliceosome, 35S U5-snRNP"	Complex	K11086+K11087+K11096+K11088+K11097+K11098+K11099+K12856+K12854+K12852+K12857+K10599+K12860+K12861+K12862+K12863+K06063+K12867+K12868+K12869+K12870+K12871+K12872+K12873+K12874+K09564+K12733+K12816+K13117+K03283+K13123
M00353	"Spliceosome, Prp19/CDC5L complex"	Complex	K10599+K12860+K12861+K12862+K12863+K12864+K03283+K12865+K12866
M00351	"Spliceosome, U1-snRNP"	Complex	K11086+K11087+K11096+K11088+K11097+K11098+K11099+K11093+K11091+K11095
M00352	"Spliceosome, U2-snRNP"	Complex	K11086+K11087+K11096+K11088+K11097+K11098+K11099+K11092+K11094+K12825+K12826+K12827+K12828+K12829+K12830+K12831+K12832+K12833+K12835+K12834
M00354	"Spliceosome, U4/U6.U5 tri-snRNP"	Complex	K11086+K11087+K11096+K11088+K11097+K11098+K11099+K12621+K12622+K12623+K12624+K12625+K12626+K12627+K12843+K12662+K09567+K12844+K12845+K12852-K12853+K12855+K12856+K12857+K12854+K12858+K12859+K13099+K11984+K12847+K12846
M00663	SsrA-SsrB two-component regulatory system	FuncSet	K14978 K14979
M00107	"Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone"	Pathway	"K00498 (K00070,K01822)"
M00766	"Streptomycin resistance, deactivating enzyme StrAB"	FuncSet	K10673 K04343
M00148	Succinate dehydrogenase (ubiquinone)	Complex	K00236+K00237+K00234+K00235
M00149	"Succinate dehydrogenase, prokaryotes"	Complex	K00241+K00242+K00239+K00240
M00185	Sulfate transport system	Complex	K02048+K02046+K02047+K02045
M00616	Sulfate-sulfur assimilation	Signature	M00185 M00176
M00067	"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	Pathway	K04628 K01019
M00436	Sulfonate transport system	Complex	K15553+K15554+K15555
M00426	Survival motor neuron (SMN) complex	Complex	K13129+K13130-K13131-K13132-K13133-K13134-K13135-K13136-K13137
M00435	Taurine transport system	Complex	K15551+K15552+K10831
M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	FuncSet	K07649 K07774
M00251	Teichoic acid transport system	Complex	K09692+K09693
M00624	"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	Pathway	K18074+K18075+K18077 K18076
M00783	"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"	Pathway	K15968 K15969 K15886 -K15970 K15971 K15972
M00667	"Tetracycline resistance, efflux pump"	Signature	K18219 K18218
M00704	"Tetracycline resistance, efflux pump Tet38"	Signature	K18906 K08168
M00668	"Tetracycline resistance, TetA transporter"	Signature	K18476 K08151
M00635	"Tetracycline resistance, TetAB(46) transporter"	Signature	K18216+K18217
M00780	"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	Pathway	K14251 K14252 K14253 K14254 K14255 K14256 --
M00126	"Tetrahydrofolate biosynthesis, GTP => THF"	Pathway	"(K01495,K09007) (K01077,K01113) (K13939,K13940 (K00796,K18974,K18824,K18825),K01633 K00950 (K00796,K18974,K18824,K18825),K01633 K13941) (K11754,K01930) (K00287,K13998,K13938)"
M00680	TGF-beta signaling	Pathway	"(K13375,K13376,K13377) (K04388+K04674) (K04500+K04501)"
M00405	THC complex	Complex	K12878+K12879+K13174+K13175+K13176
M00127	"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P"	Pathway	"K03147 (K00877,K00941,K14153)  (K00878,K14154)  (K00788,K14153,K14154) K00946"
M00191	Thiamine transport system	Complex	K02064+K02063+K02062
M00595	"Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	Pathway	K17222+K17223+K17224-K17225-K08738+K17226+K17227
M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	Pathway	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"
M00043	"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine"	Pathway	K00431
M00112	Tocopherol/tocotorienol biosynthesis	Pathway	"K09833 (K12502,K18534) K09834 K05928"
M00686	Toll-like receptor signaling	Pathway	"(K10159,K10160,K18809) K04729 (K04730+K04733) K03175 (K04427+K04404-K04403) (K07209-K04467-K07210) (K04734,K09259) ((K02580+K04735),K09255)"
M00418	"Toluene degradation, anaerobic, toluene => benzoyl-CoA"	Pathway	K07540 K07543+K07544 K07545 K07546 K07547+K07548 K07549+K07550
M00538	"Toluene degradation, toluene => benzoate"	Pathway	K15760+K15761-K15762+K15763+K15764-K15765 K00055 K00141
M00455	TorS-TorR (TMAO respiration) two-component regulatory system	FuncSet	K07647 K07772
M00393	TRAMP complex	Complex	"(K03514,K12596)+K12597+K12598"
M00545	"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	Pathway	"(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073"
M00402	Translocon-associated protein (TRAP) complex	Complex	K13249+K13250+K13251+K04571
M00463	TrcS-TrcR two-component regulatory system	FuncSet	K07656 K07672
M00565	"Trehalose biosynthesis, D-glucose 1P => trehalose"	Pathway	"K00975 (K00703,K16148) (K00700,K16149) (K00688,K16153) (K02438,K06044,K01236)"
M00604	Trehalose transport system	Complex	K17311+K17312+K17313-K17314
M00204	Trehalose/maltose transport system	Complex	K10236+K10237+K10238+K10111
M00406	TREX complex	Complex	K12878+K12879+K13174+K13175+K13176+K12880+K12881+K12812
M00089	Triacylglycerol biosynthesis	Pathway	"(K00629,K13506,K13507,K00630,K13508,K00631,K03621,K08591) (K00655,K13509,K13513,K13517,K13519,K13523,K14674) K01080 (K00635,K11155,K11160,K14456,K18851)"
M00023	"Tryptophan biosynthesis, chorismate => tryptophan"	Pathway	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) ((K01817 (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"
M00038	"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"	Pathway	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 K10217"
M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	FuncSet	K13040 K13041
M00186	Tungstate transport system	Complex	K05772+K05773+K06857
M00336	Twin-arginine translocation (Tat) system	Complex	K03116-K03117+K03118-K03425
M00773	"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	Pathway	K15988 K15989+K15990 K15992 K15991 K15993 K15994 K15995 K15996
M00331	Type II general secretion pathway	Complex	"K02453+K02452+K02455+K02456+K02457+K02458+K02459+K02460+K02461+K02462+K02454+(K02464,K02654)-K02450-K02451-K02463-K02465"
M00778	"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	Pathway	"K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)"
M00332	Type III secretion system	Complex	K03224+K03226+K03227+K03228+K03229+K03230+K03225-K03223-K04054+K03222-K03220+K03219-K03221-K04057-K04056-K04053-K04059-K04058
M00333	Type IV secretion system	Complex	K03199+K03196-K03198-K03201+K03203+K03195-K03194-K03197-K03200-K03202+K03204+K03205
M00334	Type VI secretion system	Complex	"(K11902,K11910,K11911)+K11901+K11900+K11903+(K11897,K11905,K11919)+K11896+K11895+K11907+K11904+K11906+K11893+K11892+K11891"
M00025	"Tyrosine biosynthesis, chorismate => tyrosine"	Pathway	"((K01850,K04092,K14170,K04093,K04516,K06208,K06209,K13853) (K00210,K04517),K14187) (K00815,K00832,K00838)"
M00040	"Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine"	Pathway	"(K00832,K15849) (K00220,K15226,K15227)"
M00044	"Tyrosine degradation, tyrosine => homogentisate"	Pathway	"K03334 K00457 K00451 K01800 (K01555,K16171)"
M00128	"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone"	Pathway	K06125 K00591 K06126 K06127 K06134 K00591
M00117	"Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone"	Pathway	"(K03181,K18240) K03179 (K03186,K03182) K18800 K00568 K03185 K03183 K03184 K00568"
M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	FuncSet	K07675 K07686
M00315	Uncharacterized ABC transport system	Complex	K11636+K11635
M00761	"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => Undecaprenyl phosphate alpha-L-Ara4N"	Pathway	K10011 K07806 K10012 K13014
M00029	Urea cycle	Pathway	"K01948 K00611 K01940 (K01755,K14681) K01476"
M00323	Urea transport system	Complex	K11959+K11960+K11961+K11962+K11963
M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	Pathway	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"
M00160	"V-type ATPase, eukaryotes"	Complex	"K02145+K02147+K02148+K02149+K02150+K02151+K02152+K02144+K02154+(K03661,K02155)+K02146+K02153+K03662"
M00159	"V/A-type ATPase, prokaryotes"	Complex	K02117+K02118+K02119+K02120+K02121+K02122+K02107+K02123+K02124
M00019	"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"	Pathway	"K01652+(K01653,K11258) K00053 K01687 K00826"
M00644	"Vanadium resistance, efflux pump MexGHI-OpmD"	FuncSet	K18304 K18099 K18305+K18306+K18307-K18308
